camis,name,boro,cuisine,action,score,grade,rating,review_count,location.address1,coordinates.latitude,coordinates.longitude,ratings1
41176692,El Sol De Mexico,QUEENS,Mexican,violations,12,A,3,4,9509 Sutphin Blvd,40.69819474,-73.8061322,***
41252980,El Sol Mexican Restaurant,QUEENS,Peruvian,violations,19,B,4,125,304 Raritan Ave,40.499442,-74.427484,****
50017235,El Sombrero,MANHATTAN,Latin,violations,21,B,3.5,281,108 Stanton St,40.72124,-73.9875,****
40922818,El Tapatio Mexican Restaurant,MANHATTAN,Mexican,violations,24,B,2.5,27,209 E 116th St,40.797908,-73.939186,***
50046026,Rocking Horse Cafe,MANHATTAN,Mexican,violations,18,B,4,561,182 8th Ave,40.742839,-74.000275,****
41473978,El Tenampa,QUEENS,Mexican,violations,10,A,4.5,70,706 4th Ave,40.66242534,-73.99630446,*****
41276130,El Maguey Mexican Restaurant,QUEENS,Mexican,violations,23,B,3.5,37,83-28 Northern Blvd,40.7555523,-73.8840807,****
40602783,El Tina Fish Market,MANHATTAN,Seafood,violations,23,B,4,33,500 W 207th St,40.86428,-73.91943,****
41337181,Tio Pio,BROOKLYN,Latin,violations,4,A,3.5,93,78 Willoughby St,40.69208,-73.98566,****
41662783,El Tipico Dominicano Restaurant,BROOKLYN,Spanish,violations,28,C,3,4,107-02 Corona Ave,40.7434819,-73.8560174,***
50032967,Rosa Mexicano,BRONX,Mexican,violations,11,A,3.5,1006,61 Columbus Ave,40.77118,-73.98311,****
50000638,El Toro Bravo,QUEENS,Mexican,violations,24,B,4,29,88-12 Roosevelt Ave,40.74799306,-73.87809087,****
41717461,El Toro Mexican Grill,MANHATTAN,Mexican,violations,13,A,3,81,69 New St,40.7058516,-74.0122291,***
50003921,El Toro Taqueria,BROOKLYN,Mexican,violations,16,B,3,89,89 Fort Greene Pl,40.6873547,-73.976476,***
50058710,DiWine,QUEENS,Spanish,violations,38,C,4,707,41-15 31st Ave,40.76087,-73.91557,****
50047960,Tortilleria Nixtamal,QUEENS,Spanish,violations,22,B,4,807,104-05 47th Ave,40.74593,-73.85927,****
41562854,El Tucanazo Bar,QUEENS,Latin,violations,8,A,4,1,83-17 Roosevelt Ave,40.747945,-73.882395,****
50052682,El Vacilon Grocery,QUEENS,Spanish,violations,14,B,5,1,9521 Church Ave,40.655679,-73.915987,*****
41698750,El Valle,BRONX,Spanish,violations,10,A,3,18,640 Melrose Ave,40.81837,-73.916493,***
50002616,El Valle Cocina Restaurant,BRONX,Spanish,closed,54,C,2,25,3535 Jerome Ave,40.8825874,-73.8815918,**
41101663,El Valle Restaurant,BRONX,Latin,violations,52,C,2.5,29,450 E 149th St,40.81503,-73.9156,***
50045072,Liberato Restaurant,BRONX,Spanish,violations,13,A,1.5,21,1 W 183rd St,40.858589,-73.904167,**
50048246,El Valle Seafood Restaurant,MANHATTAN,Spanish,violations,42,C,5,4,231 Sherman Ave,40.865661,-73.919539,*****
40510301,Mayahuel Mariposa,BRONX,Latin,violations,24,B,4,561,304 E 6th St,40.72711,-73.98817,****
50001750,El Vez,MANHATTAN,Mexican,violations,12,A,3.5,483,259 Vesey St,40.71473564,-74.01576094,****
50001029,El Viejo Gran Cafe Corp,BRONX,Spanish,violations,17,B,4.5,3,498 E 138th St,40.807464,-73.919749,*****
41245444,Cuba Restaurant and Rum Bar,BROOKLYN,Latin,violations,24,B,4,1344,222 Thompson St,40.729084,-73.998832,****
50019248,El Viejo Yayo Restaurant,QUEENS,Spanish,violations,12,A,2.5,55,97-12 101st Ave,40.68468,-73.84363,***
41170072,El Jiboa,QUEENS,Latin,violations,37,C,4,6,251-13 Northern Blvd,40.7690036,-73.7367937,****
41571228,El Omda Egyptian Cuisine,QUEENS,Middle Eastern,violations,17,B,3.5,52,33-10 28th Ave,40.7674644,-73.9181613,****
41583495,Electric Room,MANHATTAN,American,violations,5,A,3,58,355 W 16th St,40.74177923,-74.00309642,***
40990299,Cara Mia Restaurant,QUEENS,Chinese,violations,9,A,4.5,163,220-20 Hillside Ave,40.73050354,-73.74320775,*****
41112797,Elegante Pastry Shop,BROOKLYN,Bakery,violations,2,A,4,46,165 Avenue U,40.596645,-73.978187,****
40754486,Elegante Pizzeria,BROOKLYN,Pizza,violations,13,A,4,120,6922 5th Ave,40.633053,-74.021485,****
50040484,Times Square,MANHATTAN,American,violations,16,B,3.5,1297,1 Times Sq,40.75944361,-73.98632623,****
41593277,Marlow Bistro,BRONX,Mexican,violations,13,A,4,160,1018 Amsterdam Ave,40.8028109,-73.96419919,****
40958954,Elena's Restaurant 43,QUEENS,Latin,violations,12,A,3,98,89-48 Francis Lewis Blvd,40.71884505,-73.75784576,***
40368157,Elephant & Castle,MANHATTAN,American,violations,10,A,4,495,68 Greenwich Ave,40.736236,-74.000671,****
41427225,Ruth's Chris Steak House,MANHATTAN,Japanese,violations,10,A,4,746,148 W 51st St,40.76135179,-73.98232329,****
41196158,Eleven B,MANHATTAN,Pizza,violations,25,B,3.5,177,174 Ave B,40.72745,-73.97974,****
41626762,Eleven Madison Park,MANHATTAN,American,violations,0,B,4.5,1764,11 Madison Ave,40.74169074,-73.98720749,*****
50003047,Eli's Manhattan Market,MANHATTAN,American,violations,10,A,3,108,1411 3rd Ave,40.77507,-73.9565,***
50002902,Eli's Essentials and Wine Bar,MANHATTAN,American,violations,24,B,2.5,54,1270 Madison Ave,40.7839,-73.95677,***
40680918,Eli's Table,MANHATTAN,American,violations,11,A,3.5,32,1413 3rd Ave,40.7750198,-73.9565473,****
40651300,Elia Restaurant,BROOKLYN,Greek,violations,12,A,4,131,8611 3rd Ave,40.62302,-74.03089,****
50060422,Elias' Cinco De Mayo,MANHATTAN,Mexican,violations,9,A,4,18,2337 Grand Concourse Ave,40.85864,-73.89975,****
50043596,Tacos Times Square,BRONX,Mexican,violations,13,A,4,72,144B W 37th St,40.75255,-73.98864,****
40512788,Elias Corner,QUEENS,Seafood,violations,8,A,3.5,161,2402 31st St,40.77227695,-73.91581422,****
41535378,Brasserie Cognac East,MANHATTAN,American,violations,7,A,3.5,72,963 Lexington Ave,40.769097,-73.96286,****
41514254,Elim Deli Cafe,MANHATTAN,Delicatessen,violations,20,B,4.5,76,851 Lexington Ave,40.76555,-73.96545,*****
40374192,Elio's,MANHATTAN,Italian,violations,35,C,3.5,178,1621 2nd Ave,40.77676324,-73.95266321,****
50048662,Elisa's Love Bites,BROOKLYN,Bakery,violations,27,B,4.5,8,,40.70238,-73.91978,*****
50056718,Elite Cafe,QUEENS,Jewish/Kosher,violations,19,B,4,38,72-28 Main St,40.72567061,-73.82149726,****
41374355,Elite Food Bar,MANHATTAN,American,violations,11,A,4,62,325 E 48th St,40.7533,-73.96808,****
50037812,Elite Pastries Cafe,QUEENS,Bakery,violations,13,A,4,95,4736 Bell Blvd,40.75597,-73.7674637,****
50010990,Elite Pool & Fitness Management,QUEENS,American,violations,12,A,5,4,129-09 26th Ave,40.7744405,-73.8399267,*****
41584315,Elizabeth's Neighborhood Table,MANHATTAN,American,violations,9,A,3,261,680 Columbus Ave 93rd St,40.79109359,-73.96905136,***
50053284,ELK Cafe,BROOKLYN,CafÃ©/Coffee/Tea,violations,9,A,4,69,154 Prospect Park SW,40.654876,-73.973701,****
50057588,Chic Inspiration - Personal Shopper and Image Consulting,MANHATTAN,Mediterranean,violations,13,A,4.5,14,133 W 72nd St,40.77816,-73.97982,*****
50001859,Ellary's Greens,MANHATTAN,Californian,violations,13,A,4,350,33 Carmine St,40.73028307,-74.00296069,****
40400702,Ellen's Stardust Diner,MANHATTAN,American,violations,12,A,3.5,1339,1650 Broadway,40.76184008,-73.98355023,****
50032968,Ellie's Diner,BRONX,American,violations,25,B,3,92,58 Metropolitan Oval,40.8374585,-73.8601746,***
50050742,The Ellington,MANHATTAN,American,violations,8,A,3.5,206,936 Amsterdam Ave,40.800714,-73.965906,****
50034739,Ellington in the Park,MANHATTAN,American,violations,13,A,3.5,64,W 105th St Riverside Dr,40.80269859,-73.97176796,****
50058598,IKEA,STATEN ISLAND,Sandwiches,violations,7,A,2.5,333,1000 Ikea Dr,40.6738246,-74.1699378,***
40395597,Elmhurst Famous Pizza,QUEENS,Pizza,violations,10,A,3,106,8307 Broadway,40.741104,-73.879554,***
40872438,Elmo,MANHATTAN,American,violations,14,B,3.5,641,156 7th Ave,40.742,-73.99755,****
50034665,Elora's Mexican and Spanish Food,BROOKLYN,Mexican,violations,17,B,3.5,185,272 Prospect Park W,40.65844,-73.98231,****
50002565,El Rey Coffee And Luncheonette,MANHATTAN,CafÃ©/Coffee/Tea,violations,26,B,4,191,100 Stanton,40.7213779,-73.9879345,****
41116537,Elsa La Reina Del Chicharron,MANHATTAN,Latin,violations,31,C,4.5,18,1249 St Nicholas Ave,40.84381,-73.93798,*****
41174643,Elsa La Reina Del Chicharron,BRONX,Latin,violations,22,B,4,81,4840 Broadway,40.8662599,-73.92474,****
41689872,Elsewhere Espresso,MANHATTAN,CafÃ©/Coffee/Tea,violations,10,A,4,86,335 E 6th St,40.72682789,-73.98699721,****
50035614,Eludz Restaurant and Lounge,BROOKLYN,Caribbean,violations,54,C,3.5,22,1904 Utica Ave,40.62536,-73.92776,****
40952198,Emack & Bolio's,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",violations,10,A,4,364,1564 1st Ave,40.77382,-73.95139,****
41533491,Emack & Bolio's,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",violations,3,A,4,364,1564 1st Ave,40.77382,-73.95139,****
50037013,Ember Restaurant & Bar,BROOKLYN,Steak,violations,10,A,4,14,3793 US Hwy 1 S,40.42043865,-74.52957898,****
50060419,Emblem,BROOKLYN,American,violations,7,A,4.5,44,187 Graham Ave,40.708429,-73.943698,*****
50011507,Emeline's,BROOKLYN,American,violations,29,C,3.5,135,373 Lewis Ave,40.68266,-73.93481,****
50050962,Manny's,BROOKLYN,Latin,violations,25,B,3.5,246,212 Patchen Ave,40.68356323,-73.9264679,****
50003964,Emerald Inn,MANHATTAN,Irish,violations,16,B,3.5,65,250 W 72nd St,40.7792,-73.98381,****
40668598,The Emerald Pub,QUEENS,American,violations,10,A,2.5,12,18301 Horace Harding Expy,40.74013519,-73.79116821,***
40925807,Emerald Restaurant,QUEENS,Russian,violations,11,A,4,24,97-04 Queens Blvd,40.7288,-73.86,****
50058197,NYC Health + Hospitals/Harlem,BRONX,Spanish,violations,7,A,2,43,506 Lenox Ave,40.81435,-73.94031,**
41556875,Emergency Snack Bar,BRONX,Spanish,violations,8,A,2.5,32,1354 Edward L Grant Hwy,40.8407664,-73.9216364,***
50047231,Lucciola,QUEENS,Pizza,violations,17,B,3.5,47,621 Amsterdam Ave,40.79039,-73.97251,****
40705438,Emilia's Restaurant,BRONX,Italian,violations,35,C,3.5,137,2331 Arthur Ave,40.85415,-73.88894,****
50005485,Emilio's Bakery & Coffee,BRONX,Bakery,violations,5,A,3.5,10,6 E Clarke Pl,40.8381271,-73.9188232,****
41222931,Emilio's of Morris Park,BRONX,Pizza/Italian,violations,8,A,4,109,1051 Morris Park Ave,40.849121,-73.854675,****
41308105,Emilio's Pizza,BRONX,Pizza,violations,4,A,3.5,20,3843 E Tremont Ave,40.82431412,-73.81983948,****
50005678,Emily,BROOKLYN,American,violations,8,A,4,579,919 Fulton St,40.68351923,-73.96641323,****
41664735,Rainhas Churrascaria,QUEENS,Spanish,violations,7,A,4,476,108-01 Northern Blvd,40.75787187,-73.86081241,****
50007015,Emir Palace,BROOKLYN,Middle Eastern,violations,16,B,3.5,8,4210 18th Ave,40.631809,-73.975578,****
41148907,JFK Airport Terminal 4,QUEENS,Continental,violations,9,A,2.5,365,,40.65557,-73.80658,***
41142467,Emmett O'Lunney's Irish Pub,MANHATTAN,Irish,violations,11,A,4,225,210 W 50th St,40.76149,-73.98446,****
50010941,Emmons Palace,BROOKLYN,American,violations,11,A,3,105,2265 Emmons Ave,40.58393,-73.94427,***
50059778,Emmy Squared - Brooklyn,BROOKLYN,Pizza,violations,28,C,4,423,364 Grand St,40.712166,-73.955705,****
50043303,Emoji Burger,QUEENS,Hamburgers,violations,17,B,4,145,80-07 37th Ave,40.7496944,-73.8860056,****
50053281,Emojo Burger,MANHATTAN,Sandwiches/Salads/Mixed Buffet,violations,12,A,4,109,261 1st Ave,40.7323,-73.98224,****
41688677,Emone Korean Family Restaurant,QUEENS,Korean,violations,5,A,3.5,31,156-28 Northern Blvd,40.76387264,-73.80893745,****
50043712,Empanada Loca,BROOKLYN,American,violations,10,A,4,136,606 5th Ave,40.663927,-73.990969,****
50043385,Empanada Mama,MANHATTAN,Latin,violations,8,A,4,1943,765 9th Ave,40.76447,-73.98863,****
41293435,Empanadas Cafe,QUEENS,Latin,violations,8,A,4.5,390,56-27 Van Doren St,40.7403199,-73.85311,*****
50016496,Empanadas Monumental,MANHATTAN,Spanish,violations,17,B,4,44,4093 Broadway,40.8445,-73.9391,****
41567865,Empellón,MANHATTAN,Mexican,violations,30,C,4,162,510 Madison Ave,40.75971,-73.97473,****
41634185,Empellon Cocina,MANHATTAN,Mexican,violations,9,A,3.5,273,105 1st Ave,40.726799,-73.986282,****
41219576,Emperador Elias Restaurant,BROOKLYN,Latin,violations,21,B,3.5,44,274 Broadway,40.70863,-73.9588799,****
50034622,Emperor House,STATEN ISLAND,Chinese,violations,11,A,4,16,767 Forest Ave,40.629383,-74.114723,****
41101600,Emphasis,BROOKLYN,American,violations,15,B,3.5,113,6822 4th Ave,40.634918,-74.023757,****
50066759,Empire Garden Chinese Restaurant,QUEENS,Chinese,violations,42,C,3.5,83,61-17 Springfield Blvd,40.7485524,-73.7562256,****
41613016,Empire 19,BRONX,Chinese,violations,24,B,2.5,27,19A Knolls Crescent,40.87876976,-73.91740233,***
50040127,Empire Buffet,QUEENS,Chinese,violations,30,C,2,90,16149 Crossbay Blvd,40.6550403,-73.8385653,**
41531789,Empire Cake,MANHATTAN,Bakery,violations,7,A,4,500,112 8th Ave,40.74078,-74.00155,****
50036480,Empire House Chinese,BROOKLYN,Chinese,violations,12,A,3,27,1789 Stillwell Ave,40.60297012,-73.98616028,***
50000241,Empire Chinese Restaurant,QUEENS,Chinese,violations,10,A,3.5,22,178-17 Union Turnpike 179th St,40.72664653,-73.78941486,****
41569188,Guggenheim Museum,BRONX,Chinese,violations,13,A,3.5,870,1071 5th Ave,40.78301,-73.95912,****
41149373,Central Park - Sheep Meadow,MANHATTAN,Chinese/Japanese,violations,17,B,4.5,75,W 67th St,40.7718725,-73.97507787,*****
41243535,Empire Corner II,MANHATTAN,Chinese,violations,19,B,3,14,1415 5th Ave,40.80045,-73.9464,***
41425977,Empire East,STATEN ISLAND,Chinese,violations,21,B,3.5,91,2740 Hylan Blvd,40.56459699,-74.11378492,****
50033540,Empire East NY,STATEN ISLAND,Asian,violations,2,A,3.5,60,1445 Richmond Ave,40.61374,-74.1574104,****
41680201,Empire Express,QUEENS,Chinese,violations,12,A,3.5,33,319 9th St,40.66909,-73.98574,****
50045247,Talde,BROOKLYN,Chinese,violations,13,A,3.5,985,369 7th Ave,40.66570169,-73.98254877,****
50032657,Empire Garden Chinese Restaurant,QUEENS,Chinese,violations,30,C,3.5,83,61-17 Springfield Blvd,40.7485524,-73.7562256,****
41362506,Empire Grill,BROOKLYN,Jewish/Kosher,violations,9,A,3,22,597 Empire Blvd,40.6642,-73.94243,***
50000491,The Empire Hotel,MANHATTAN,American,violations,7,A,2.5,455,44 W 63rd St,40.7715,-73.98268,***
41669157,Cafe Kashkar,BROOKLYN,Chinese,violations,12,A,4,202,1141 Brighton Beach Ave,40.5778011,-73.9557381,****
50018348,Julian M Hill - Notary Public of New York,MANHATTAN,Chinese,violations,24,B,5,97,279 W 117th St,40.80503952,-73.95438843,*****
41267944,Empire King Restaurant,BRONX,Chinese,violations,10,A,3.5,3,1374 Boston Rd,40.83232,-73.89808,****
50008724,Empire Kitchen,MANHATTAN,Chinese,violations,8,A,3,14,1702 Utopia Pkwy,40.78243,-73.79477,***
50005487,Empire Kitchen,BROOKLYN,Chinese,violations,9,A,3,14,1702 Utopia Pkwy,40.78243,-73.79477,***
50049999,Di Fara Pizza,BROOKLYN,Other,violations,2,A,4,2848,1424 Ave J,40.625093,-73.961531,****
50066292,Empire Szechuan Noodle House,MANHATTAN,Chinese,violations,38,C,2.5,165,4041 Broadway,40.84285,-73.93968,***
41308940,Empire Pizza,MANHATTAN,Pizza,violations,24,B,3,113,314 5th Ave,40.74713,-73.98593,***
50047860,Empire Steak House,MANHATTAN,American,violations,39,C,4,142,151 E 50th St,40.75615,-73.97127,****
50005142,Empire Steak House,MANHATTAN,Steak,violations,26,B,3,197,237 W 54th St,40.7645155,-73.9830465,***
41346001,Empire Szechuan,STATEN ISLAND,Chinese,violations,7,A,3,43,4373 Amboy Rd,40.54528114,-74.16076521,***
50042785,Empire Szechuan Garden,QUEENS,Chinese,violations,6,A,3.5,26,4342 46th St,40.7442226,-73.9186565,****
40394366,Empire Szechuan Noodle House,MANHATTAN,Chinese,violations,10,A,2.5,165,4041 Broadway,40.84285,-73.93968,***
50002395,Talde,STATEN ISLAND,Chinese,violations,21,B,3.5,985,369 7th Ave,40.66570169,-73.98254877,****
41649070,Empire Taco China,BROOKLYN,Tex-Mex,violations,5,A,2.5,7,2807 Cropsey Ave,40.586373,-73.987835,***
50011343,Empire Taco China,BROOKLYN,Tex-Mex,violations,36,C,2.5,7,2807 Cropsey Ave,40.586373,-73.987835,***
41693597,Empire Tavern,QUEENS,American,violations,10,A,2,93,LaGuardia Aiport Queens,40.77087919,-73.86349525,**
41359698,Empire Tortillas,BROOKLYN,Tex-Mex,violations,7,A,3.5,7,3556 Nostrand Ave,40.59719,-73.94146,****
50047102,Empire Wok,BRONX,Chinese,violations,26,B,2.5,10,1230 Castle Hill Ave,40.832787,-73.850914,***
40569448,John F Kennedy International Airport - JFK,QUEENS,Chinese,violations,27,B,3,1565,Van Wyck & JFK Expressway,40.641435,-73.778288,***
50048233,Apple Store,MANHATTAN,American,violations,9,A,3.5,919,767 5th Ave,40.76379296,-73.97302063,****
50005709,St. John's University,QUEENS,American,violations,13,A,3.5,44,8000 Utopia Pkwy,40.72180306,-73.79531903,****
41337287,The Cloisters,MANHATTAN,American,violations,5,A,4.5,557,99 Margaret Corbin Dr,40.86497662,-73.93157305,*****
50045110,Macy's,MANHATTAN,American,violations,2,A,3,1385,151 W 34th St,40.751198,-73.990069,***
50059141,Roberta's,BROOKLYN,American,violations,7,A,4,2305,261 Moore St,40.70504353,-73.93357123,****
41100350,Employees Only,MANHATTAN,American,violations,13,A,4,1294,510 Hudson St,40.73343,-74.00607,****
40581917,Churrascaria Plataforma,MANHATTAN,Brazilian,violations,9,A,4,1164,316 W 49th St,40.76202,-73.98765,****
41060064,EN Japanese Brasserie,MANHATTAN,Japanese,violations,6,A,4,1140,435 Hudson St,40.7306,-74.00698,****
50019284,El Encuentro Restaurant,QUEENS,Latin,violations,11,A,1,1,39-01 104th St,40.75059813,-73.86191298,**
50016642,Endless Summer,BROOKLYN,Sandwiches,no violations,0,B,4,123,525 DeKalb Ave,40.69099,-73.95587,****
50036858,Energy Fuel Healthy Grill,BROOKLYN,"Juice, Smoothies, Fruit Salads",violations,7,A,3,108,606A 5th Ave,40.66392,-73.99095,***
41708729,Outpost Café,BROOKLYN,American,violations,26,B,4,342,1014 Fulton St,40.6818428,-73.96029663,****
50059349,Energy Juice Bar & Grill,BROOKLYN,"Juice, Smoothies, Fruit Salads",violations,48,C,3.5,15,3788 Nostrand Ave,40.5913471,-73.9402967,****
50052674,Enginar Mediterranean Kitchen,MANHATTAN,Mediterranean,violations,29,C,3.5,31,1606 1st Ave,40.77503,-73.95035,****
40697593,Enid's,BROOKLYN,Soul Food,violations,10,A,3.5,414,560 Manhattan Ave,40.722592,-73.949792,****
41643045,Enjoy My Bagels,BROOKLYN,Delicatessen,violations,3,A,3,32,959 4th Ave,40.653652,-74.0046179,***
50052596,Honey's,BROOKLYN,American,violations,5,A,4,22,93 Scott Ave,40.7103509,-73.92292615,****
40849391,Ennju,MANHATTAN,Japanese,violations,11,A,3.5,211,20 E 17th St,40.73727,-73.99124,****
41240553,Enoteca Maria,STATEN ISLAND,Italian,violations,12,A,4,319,27 Hyatt St,40.642,-74.07729,****
41296556,Enoteca on Court,BROOKLYN,Pizza/Italian,violations,7,A,4,225,347 Court St,40.68213654,-73.99571228,****
50010872,Outback Steakhouse,BROOKLYN,Russian,violations,18,B,2.5,351,1475 86th St,40.61199463,-74.0093443,***
41590649,Enthaice,MANHATTAN,Thai,violations,7,A,3.5,212,1598 3rd Ave,40.781254,-73.952537,****
50001266,Enthaice Thai Kitchen,QUEENS,Thai,violations,7,A,4,582,33-20 31st Ave,40.76308893,-73.92132372,****
50059283,Entice Eats,QUEENS,American,violations,70,C,4.5,10,168-18 Jamaica Ave,40.70623589,-73.79188702,*****
50045272,Entre Amigos,MANHATTAN,Spanish,violations,15,B,4,1,500 West 172nd St,40.84227027,-73.9353634,****
50045238,Entree,MANHATTAN,American,violations,13,A,3.5,39,240 W 35th St,40.752143,-73.991851,****
41398358,Entwine,MANHATTAN,American,violations,19,B,4,181,765 Washington St,40.737398,-74.00796,****
41455877,Envy,MANHATTAN,Asian,violations,6,A,2,2,220 E 53rd St,40.75723,-73.96859,**
50063280,Trattoria Zero Otto Nove,BRONX,Italian,closed,42,C,4,607,2357 Arthur Ave,40.8546515,-73.8883526,****
41562311,Enzo's Pizza,QUEENS,Pizza/Italian,violations,13,A,3.5,55,8102 Rockaway Blvd,40.6842863,-73.8594333,****
50015102,Enzo's Pizzeria & Italian Specialties,BROOKLYN,Italian,violations,24,B,3.5,17,488 Kings Hwy,40.60401154,-73.97167969,****
41302769,Enzo's Pizzeria & Italian Specialties,BROOKLYN,Pizza/Italian,violations,8,A,3.5,17,488 Kings Hwy,40.60401154,-73.97167969,****
50000228,Enzo's Restaurant,BRONX,Italian,violations,24,B,3.5,39,451 Mamaroneck Ave,40.9524986,-73.7365859,****
50057148,EONS Greek Food for Life,MANHATTAN,Greek,violations,17,B,4,248,633 2nd Ave,40.74528,-73.97588,****
50015665,Le Bon Pain Bakery,QUEENS,Creole,violations,61,C,4,78,211-65 Jamaica Ave,40.71587,-73.74728,****
50006106,Epice Cafe,MANHATTAN,American,violations,9,A,3.5,47,297 7th Ave,40.746322,-73.99361,****
50017157,Épicerie Boulud,MANHATTAN,Bakery,violations,8,A,3.5,294,1900 Broadway,40.77179853,-73.98181287,****
50053374,Épicerie Boulud,MANHATTAN,French,violations,9,A,3.5,294,1900 Broadway,40.77179853,-73.98181287,****
41117553,Epistrophy,MANHATTAN,Italian,violations,26,B,3.5,384,200 Mott St,40.72119,-73.99537,****
41611709,Equestris Restaurant,QUEENS,American,violations,17,B,3.5,2,110-00 Rockaway Blvd,40.677987,-73.8309196,****
40704155,Erawan Thai Cuisine,QUEENS,Thai,violations,19,B,3.5,281,4231 Bell Blvd,40.761821,-73.769775,****
50053675,Eleven Madison Park,QUEENS,Caribbean,violations,10,A,4.5,1764,11 Madison Ave,40.74169074,-73.98720749,*****
41652004,Ericas Spanish Cuisine,QUEENS,Spanish,violations,12,A,2.5,9,90-40 160th St,40.7045334,-73.7998371,***
40386528,Erin's Isle,QUEENS,Italian,violations,27,B,3,28,15403 Cross Island Pkwy,40.78696524,-73.80763775,***
50047440,Ernesto's,MANHATTAN,Sandwiches/Salads/Mixed Buffet,violations,10,A,5,1,130 W Point Rd,40.9925813,-73.7425207,*****
40892252,The Museum of Modern Art,MANHATTAN,American,violations,9,A,4.5,1790,11 West 53rd St,40.76146,-73.97736,*****
50049552,Ernst & Young,MANHATTAN,CafÃ©/Coffee/Tea,violations,7,A,5,2,5 Times Sq,40.7559019,-73.9874508,*****
50062824,Erqal,QUEENS,Other,violations,18,B,5,4,136-20 Roosevelt Ave,40.75932994,-73.82917978,*****
40830906,Errol's Caribbean Bakery,BROOKLYN,Caribbean,violations,19,B,4,34,661 Flatbush Ave,40.65711975,-73.95991516,****
50013910,Erv's on Beekman,BROOKLYN,American,violations,7,A,4.5,126,2122 Beekman Pl,40.65992,-73.96091,*****
50063735,Gata Thai Kitchen,BROOKLYN,Thai,violations,40,C,4,10,3041 Ave V,40.59893,-73.93699,****
50039363,Esanation,MANHATTAN,Thai,violations,16,B,4,238,750 9th Ave,40.7637,-73.98839,****
40734467,Esca,MANHATTAN,Seafood,violations,4,A,3.5,617,402 W 43rd St,40.7590663,-73.9924231,****
50019204,Escape Latino,BRONX,American,violations,12,A,3.5,70,1841 Hobart Ave,40.8483407,-73.8316408,****
41171220,Escolas,QUEENS,Latin,violations,32,C,3,7,32-04 36th Ave,40.75595,-73.92889,***
50009238,Esex Lounge,QUEENS,American,violations,23,B,3,10,131-15 Jamaica Ave,40.70232,-73.82062,***
50014859,Esme,BROOKLYN,American,violations,10,A,4.5,230,999 Manhattan Ave,40.73320339,-73.95496677,*****
41640776,Esmeralda's Restaurant,BROOKLYN,Spanish,violations,25,B,4.5,3,1497 Myrtle Ave,40.69923782,-73.91558075,*****
41514395,Esmeraldo Bakery,MANHATTAN,Bakery,violations,6,A,4.5,10,538 W 181st St,40.84861,-73.9327799,*****
50051936,ESO,MANHATTAN,American,violations,25,B,4,23,2906 Frederick Douglass Blvd,40.8282593,-73.937028,****
50018079,espace,MANHATTAN,American,violations,11,A,3,23,635 W 42nd St,40.76136398,-73.9992218,***
41677470,Staten Island September 11 Memorial,STATEN ISLAND,American,violations,18,B,5,9,Bank St,40.6469383,-74.0894928,*****
50011139,Espresso 77,BROOKLYN,CafÃ©/Coffee/Tea,violations,9,A,4.5,35,410 7th Ave,40.6644,-73.98385,*****
50055607,Espresso Matto,MANHATTAN,CafÃ©/Coffee/Tea,closed,49,C,4,7,42 E 46th St,40.7549976,-73.9770342,****
50052482,Espresso Me,BROOKLYN,American,violations,7,A,4.5,42,88 Atlantic Ave,40.6908328,-73.9970734,*****
41255071,Espresso Pizzeria,BROOKLYN,Pizza/Italian,violations,7,A,4,72,9403 5th Ave,40.6162529,-74.03034973,****
41311804,Esquire Diner,QUEENS,American,violations,10,A,3,98,10545 Crossbay Blvd,40.679027,-73.843772,***
50059213,Ess & Bentch,BROOKLYN,Jewish/Kosher,violations,10,A,3.5,5,313 Kingston Ave,40.66849731,-73.94221544,****
40396464,Ess-a-Bagel,MANHATTAN,Bagels/Pretzels,violations,17,B,4,2727,831 3rd Ave,40.75630056,-73.9703701,****
41665894,ESSEN,MANHATTAN,American,violations,27,B,3,97,100 Broad St,40.70345252,-74.01208095,***
41558513,Essen NY Deli,BROOKLYN,Jewish/Kosher,violations,21,B,3.5,52,1359 Coney Island Ave,40.6244,-73.96474,****
41683392,Essence Bar,BRONX,Caribbean,violations,8,A,3.5,50,1662 Atlantic Ave,40.67756077,-73.93571381,****
40917497,Franklin Park,BROOKLYN,American,violations,40,C,3.5,454,618 St John's Pl,40.67242,-73.95796,****
50046259,Essentials 608,BRONX,Caribbean,violations,10,A,3.5,3,608 E Fordham Rd,40.85799789,-73.88480377,****
40781636,Essex,MANHATTAN,American,violations,12,A,3.5,1742,120 Essex St,40.71969755,-73.98739822,****
50050022,Essex Taqueria,MANHATTAN,Mexican,violations,12,A,4,206,123 Essex St,40.7197418,-73.9877989,****
40993898,Essex World Cafe,MANHATTAN,American,violations,12,A,3,48,112 Liberty St,40.7095448,-74.0121294,***
50037300,Estacion Grill & Bar,QUEENS,Spanish,violations,12,A,3.5,11,42-12 Broadway,40.7578535,-73.9171195,****
50059948,The Estaminet,BROOKLYN,CafÃ©/Coffee/Tea,violations,12,A,3.5,49,107A 7th Ave,40.6739569,-73.9757798,****
40402026,Estancia 460,MANHATTAN,Latin,violations,11,A,4,108,460 Greenwich St,40.72379,-74.0097399,****
